question,category,level,requireLockIn,nonNeg,documentary,beenAsked
Can you please sing a song?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,deep,TRUE,TRUE,TRUE,FALSE
"Are you funny? Can you prove it, tell me a joke?",d7afa659-277e-47f5-8d8a-3e12a53ca5d7,medium,TRUE,FALSE,TRUE,FALSE
Do you like the taste of corriander?,09704acd-f205-4afd-807d-692f8e513840,medium,FALSE,TRUE,FALSE,FALSE
What's your party trick?,0144753f-3590-4091-bfeb-7433d137e5ba,lighthearted,TRUE,TRUE,FALSE,FALSE
"Have you ever been unfaithful to a partner? If so, why? And did you tell them?",50647b88-b49d-48c2-899f-01ec6f1ad77e,medium,TRUE,TRUE,TRUE,FALSE
Do you have rhythm?,50647b88-b49d-48c2-899f-01ec6f1ad77e,deep,TRUE,FALSE,TRUE,FALSE
Do you think you have pizazz?,9c219554-49de-4a99-8c14-86ea62a84c41,deep,FALSE,FALSE,TRUE,FALSE
Have you seen The Princess Diaries?,024a264a-fe34-469d-b60d-e74c3a519ca3,lighthearted,TRUE,FALSE,FALSE,FALSE
"Do you play any musical instruments? If so, what?",e4b7e410-7605-4bb8-b507-db5a3711a543,lighthearted,TRUE,FALSE,TRUE,FALSE
What is your taste in TV shows?,50647b88-b49d-48c2-899f-01ec6f1ad77e,lighthearted,FALSE,TRUE,TRUE,FALSE
What are your top three shows?,e4b7e410-7605-4bb8-b507-db5a3711a543,medium,FALSE,TRUE,FALSE,FALSE
Would you go on a reality programme? Why or why not?,0144753f-3590-4091-bfeb-7433d137e5ba,lighthearted,TRUE,TRUE,FALSE,FALSE
What's your favourite song and why?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,medium,FALSE,TRUE,FALSE,FALSE
Are you related to or close friends with anyone famous?,09704acd-f205-4afd-807d-692f8e513840,lighthearted,FALSE,TRUE,FALSE,FALSE
Do you have a favouriter Doctor Who?,36f6dee9-9426-42fb-a922-792c87db2e1e,deep,TRUE,TRUE,FALSE,FALSE
What was your favourite toy as a child?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,FALSE,FALSE,TRUE,FALSE
What is the first memory you have from childhood?,39a95767-630b-44f9-8d08-67ae64c6ab35,deep,FALSE,FALSE,TRUE,FALSE
Where would you like to go on holiday and why?,c76b8c70-efce-4474-832a-6c3cccb6550e,lighthearted,FALSE,TRUE,FALSE,FALSE
Do you think single parents should get life insurance?,09704acd-f205-4afd-807d-692f8e513840,lighthearted,TRUE,TRUE,FALSE,FALSE
What kind of baby were you?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,lighthearted,FALSE,FALSE,TRUE,FALSE
Are any of your family queer?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,medium,TRUE,TRUE,TRUE,FALSE
"Who is the first person or thing that pops into your head when I say family, loyalty, promise, world, legacy, connection?",e4b7e410-7605-4bb8-b507-db5a3711a543,deep,TRUE,FALSE,FALSE,FALSE
Did you have any pets as a child? What were their names?,09704acd-f205-4afd-807d-692f8e513840,deep,FALSE,TRUE,FALSE,FALSE
How did you play as a child?,0144753f-3590-4091-bfeb-7433d137e5ba,lighthearted,FALSE,FALSE,FALSE,FALSE
Do you secretly wonder if we're actually in a simulation?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,deep,FALSE,TRUE,FALSE,FALSE
Do you believe in special properties of crystals?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,medium,TRUE,TRUE,TRUE,FALSE
How do you think you're going to die?,ccdac514-519c-4c2c-b9e6-643688ac73ba,medium,TRUE,TRUE,FALSE,FALSE
Where do you store your memories?,3e87b2c3-3314-44ae-9126-fccd8f27b1eb,medium,FALSE,TRUE,TRUE,FALSE
Do you believe in signs from the universe? Do you think they come from the universe or from wlesehere?,0144753f-3590-4091-bfeb-7433d137e5ba,medium,FALSE,FALSE,TRUE,FALSE
Are you a parent? (Yes) Do you plan to have more children? (No) Do you want to have children? Have you ever tried?,024a264a-fe34-469d-b60d-e74c3a519ca3,medium,FALSE,TRUE,TRUE,FALSE
"Do you have a partner? If so, how would they feel about this?",3e87b2c3-3314-44ae-9126-fccd8f27b1eb,deep,FALSE,TRUE,FALSE,FALSE
"Why did you want to do this? / Do you want to do this and if so, why?",3e87b2c3-3314-44ae-9126-fccd8f27b1eb,lighthearted,TRUE,TRUE,FALSE,FALSE
What is your relationship to fear?,2521097c-128f-4720-8b0e-ca2d946d96c0,deep,TRUE,TRUE,TRUE,FALSE
What happens when you die?,39a95767-630b-44f9-8d08-67ae64c6ab35,lighthearted,FALSE,FALSE,FALSE,FALSE
Can you.. swim/ride a bike/juggle/roll your tongue/do a handstand/speak more than one language/play an instrument?,2521097c-128f-4720-8b0e-ca2d946d96c0,medium,FALSE,FALSE,TRUE,FALSE
Do you have any fears and phobias and can you place the roots of them?,c76b8c70-efce-4474-832a-6c3cccb6550e,medium,FALSE,FALSE,TRUE,FALSE
Do you have a question I should ask the next person?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,deep,TRUE,TRUE,FALSE,FALSE
Who did you vote for in the last election and why?,ccdac514-519c-4c2c-b9e6-643688ac73ba,medium,TRUE,FALSE,FALSE,FALSE
What makes you laugh?,3e87b2c3-3314-44ae-9126-fccd8f27b1eb,deep,FALSE,TRUE,TRUE,FALSE
When was the last time you belly laughed?,024a264a-fe34-469d-b60d-e74c3a519ca3,lighthearted,FALSE,TRUE,TRUE,FALSE
Tell me about a precious childhood memory.,50647b88-b49d-48c2-899f-01ec6f1ad77e,medium,TRUE,TRUE,TRUE,FALSE
How do you stay connected with people in your life? / people in your life who have passed away?,0144753f-3590-4091-bfeb-7433d137e5ba,deep,FALSE,FALSE,TRUE,FALSE
Are you a strong swimmer?,2521097c-128f-4720-8b0e-ca2d946d96c0,deep,TRUE,TRUE,TRUE,FALSE
What's your favourite place in the world?,09704acd-f205-4afd-807d-692f8e513840,deep,TRUE,FALSE,FALSE,FALSE
What does community mean to you?,0144753f-3590-4091-bfeb-7433d137e5ba,medium,FALSE,TRUE,FALSE,FALSE
What responsibilities do you have towards me?,3e87b2c3-3314-44ae-9126-fccd8f27b1eb,lighthearted,TRUE,FALSE,FALSE,FALSE
Do you work well under pressure?,9c219554-49de-4a99-8c14-86ea62a84c41,medium,FALSE,FALSE,TRUE,FALSE
Do you believe in life on other planets?,36f6dee9-9426-42fb-a922-792c87db2e1e,deep,TRUE,FALSE,FALSE,FALSE
Are you scared?,39a95767-630b-44f9-8d08-67ae64c6ab35,medium,TRUE,TRUE,FALSE,FALSE
Do you care about legacy?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,medium,FALSE,FALSE,FALSE,FALSE
Are you a lawyer? Do you have a lawyer?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,deep,FALSE,TRUE,FALSE,FALSE
What are your thoughts on sex work?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,medium,TRUE,TRUE,FALSE,FALSE
What is your relationship to social media?,2521097c-128f-4720-8b0e-ca2d946d96c0,lighthearted,FALSE,FALSE,FALSE,FALSE
How do you deal with grief?,2521097c-128f-4720-8b0e-ca2d946d96c0,medium,TRUE,TRUE,TRUE,FALSE
Would you donate to me again if I terminate a pregnancy the first time?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,deep,FALSE,FALSE,FALSE,FALSE
"Do you get on with kids? Do you play games, which games?",e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,FALSE,FALSE,TRUE,FALSE
How do you feel about euthanasia/assisted dying?,09704acd-f205-4afd-807d-692f8e513840,deep,FALSE,TRUE,TRUE,FALSE
What are your thoughts on owning property? Are you a landlord?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,deep,FALSE,FALSE,TRUE,FALSE
What is your relationship with recreational substances?,0144753f-3590-4091-bfeb-7433d137e5ba,deep,FALSE,FALSE,TRUE,FALSE
How much does a Big Issue cost?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,lighthearted,TRUE,TRUE,TRUE,FALSE
Do you look for nice shells to take home when you're on a beach?,39a95767-630b-44f9-8d08-67ae64c6ab35,deep,TRUE,TRUE,TRUE,FALSE
What do you have to offer in the apocalypse?,9c219554-49de-4a99-8c14-86ea62a84c41,medium,TRUE,FALSE,TRUE,FALSE
Do you like drawing?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,lighthearted,FALSE,FALSE,TRUE,FALSE
How do you feel about abortion?,c76b8c70-efce-4474-832a-6c3cccb6550e,deep,TRUE,FALSE,FALSE,FALSE
What's your disicpline style?,2521097c-128f-4720-8b0e-ca2d946d96c0,lighthearted,FALSE,FALSE,TRUE,FALSE
Do you run hot or cold?,024a264a-fe34-469d-b60d-e74c3a519ca3,medium,TRUE,FALSE,FALSE,FALSE
Do you tend to be friends with your exes? Why or why not?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,deep,TRUE,FALSE,FALSE,FALSE
Dance in the centre of in the dark corners?,36f6dee9-9426-42fb-a922-792c87db2e1e,deep,FALSE,FALSE,FALSE,FALSE
How would you feel if you never got to see the child?,c76b8c70-efce-4474-832a-6c3cccb6550e,deep,FALSE,TRUE,TRUE,FALSE
Are you comfortable with a child being brought up in a financial situation that is a lesser or greater than yours?,09704acd-f205-4afd-807d-692f8e513840,lighthearted,FALSE,TRUE,FALSE,FALSE
"If you had enough money to never work again, how would you spend your time?",c76b8c70-efce-4474-832a-6c3cccb6550e,lighthearted,FALSE,FALSE,TRUE,FALSE
"If you were to run into a celebrity you love, would you pretend you didn't see them or go over and chat?",e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,medium,TRUE,TRUE,FALSE,FALSE
Are there queer people in your family?,9c219554-49de-4a99-8c14-86ea62a84c41,medium,TRUE,TRUE,TRUE,FALSE
What's your go-to kareoke song?,024a264a-fe34-469d-b60d-e74c3a519ca3,medium,FALSE,FALSE,FALSE,FALSE
When is the last time you lied?,09704acd-f205-4afd-807d-692f8e513840,medium,FALSE,TRUE,FALSE,FALSE
Your house is on fire - what do you save?,3e87b2c3-3314-44ae-9126-fccd8f27b1eb,medium,TRUE,TRUE,TRUE,FALSE
Would you lend me 5 pounds?,e4b7e410-7605-4bb8-b507-db5a3711a543,lighthearted,TRUE,FALSE,FALSE,FALSE
Have you ever broken a promise?,0144753f-3590-4091-bfeb-7433d137e5ba,lighthearted,TRUE,TRUE,TRUE,FALSE
Are you in the public eye?,50647b88-b49d-48c2-899f-01ec6f1ad77e,lighthearted,TRUE,FALSE,FALSE,FALSE
"What are you doing to avert the climate crisis? If nothing, why nothing?",d5b5c96b-91ea-403e-bc52-a8fcf141fa03,deep,FALSE,FALSE,FALSE,FALSE
What embarrasses you?,ccdac514-519c-4c2c-b9e6-643688ac73ba,medium,FALSE,FALSE,TRUE,FALSE
Do you have any regrets?,09704acd-f205-4afd-807d-692f8e513840,deep,TRUE,FALSE,FALSE,FALSE
Do your parents understand what you do for a living?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,deep,FALSE,TRUE,TRUE,FALSE
What do you find easy?,39a95767-630b-44f9-8d08-67ae64c6ab35,deep,FALSE,TRUE,TRUE,FALSE
Do you believe crystals have special properties?,ccdac514-519c-4c2c-b9e6-643688ac73ba,deep,FALSE,FALSE,FALSE,FALSE
At what age should you teach chuildren about death?,3e87b2c3-3314-44ae-9126-fccd8f27b1eb,medium,TRUE,FALSE,FALSE,FALSE
Do you have an addictive personality?,024a264a-fe34-469d-b60d-e74c3a519ca3,lighthearted,TRUE,FALSE,FALSE,FALSE
What kind of baby were you?,39a95767-630b-44f9-8d08-67ae64c6ab35,lighthearted,TRUE,FALSE,FALSE,FALSE
What's the most common pieces of feedback you receive?,ccdac514-519c-4c2c-b9e6-643688ac73ba,medium,FALSE,FALSE,TRUE,FALSE
Are you doing this because it's a) doing me a favour b) doing a good deed c) doing it for yourself d) to start a cult?,2521097c-128f-4720-8b0e-ca2d946d96c0,medium,TRUE,FALSE,TRUE,FALSE
"If you had enough money to never work again, how would you spend your time?",024a264a-fe34-469d-b60d-e74c3a519ca3,lighthearted,FALSE,FALSE,FALSE,FALSE
What relationship in your life are you most proud of?,50647b88-b49d-48c2-899f-01ec6f1ad77e,deep,TRUE,TRUE,TRUE,FALSE
"If the child needed a kidney and you were a match, would you give them a kidney?",3e87b2c3-3314-44ae-9126-fccd8f27b1eb,medium,FALSE,TRUE,FALSE,FALSE
What would people say about you?,c76b8c70-efce-4474-832a-6c3cccb6550e,medium,FALSE,TRUE,TRUE,FALSE
Do you lover with your heart or mind?,3e87b2c3-3314-44ae-9126-fccd8f27b1eb,deep,TRUE,TRUE,TRUE,FALSE
"If you were the donor, what do you see as your responsibiilties?",d5b5c96b-91ea-403e-bc52-a8fcf141fa03,deep,FALSE,TRUE,FALSE,FALSE
Is there anything else you feel like you should tell me?,2521097c-128f-4720-8b0e-ca2d946d96c0,lighthearted,TRUE,TRUE,FALSE,FALSE
What does community mean to you?,e4b7e410-7605-4bb8-b507-db5a3711a543,lighthearted,TRUE,FALSE,TRUE,FALSE
How do you think you're going to die?,c76b8c70-efce-4474-832a-6c3cccb6550e,lighthearted,FALSE,TRUE,TRUE,FALSE
What;s your star sign?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,lighthearted,FALSE,FALSE,FALSE,FALSE
Would you inform us about any changes in your medical mhistory in the future?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,lighthearted,FALSE,TRUE,TRUE,FALSE
How would you feel about being a donor for an interracial couple?/ How would you feel about your child being raised by a white parent?,9c219554-49de-4a99-8c14-86ea62a84c41,deep,FALSE,TRUE,FALSE,FALSE
How would your parents feel if you donated to me?,ccdac514-519c-4c2c-b9e6-643688ac73ba,deep,FALSE,FALSE,TRUE,FALSE
"If you are the donor, how much involvement would you want?",39a95767-630b-44f9-8d08-67ae64c6ab35,medium,TRUE,TRUE,FALSE,FALSE
What are your thoughts on kids being raised without gender?,09704acd-f205-4afd-807d-692f8e513840,medium,FALSE,FALSE,FALSE,FALSE
Are you happy? ,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,FALSE,FALSE,FALSE,FALSE
Do you have a will? Why/why not?,ccdac514-519c-4c2c-b9e6-643688ac73ba,medium,FALSE,FALSE,TRUE,FALSE
Statistically 49% ,36f6dee9-9426-42fb-a922-792c87db2e1e,lighthearted,FALSE,TRUE,TRUE,FALSE
Do you think its important your child looks like you?,2521097c-128f-4720-8b0e-ca2d946d96c0,medium,TRUE,FALSE,TRUE,FALSE
How would you if all children in the future were conceieved through donors?,39a95767-630b-44f9-8d08-67ae64c6ab35,deep,FALSE,TRUE,FALSE,FALSE
"1 in 7 is through egg or sperm donation, how do you feel about that?",36f6dee9-9426-42fb-a922-792c87db2e1e,medium,TRUE,TRUE,TRUE,FALSE
how do you feel about trans people having children?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,medium,FALSE,TRUE,TRUE,FALSE
How do you feel about us being perceieved as two men raising a child?,024a264a-fe34-469d-b60d-e74c3a519ca3,medium,TRUE,FALSE,TRUE,FALSE
How do you feel about men being pregnant?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,lighthearted,FALSE,TRUE,TRUE,FALSE
Would you be concerned about this child potentially being bullied for having trans parents?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,medium,TRUE,TRUE,FALSE,FALSE
Would you be concerned about this child potentially being bullied for having gay parents?,50647b88-b49d-48c2-899f-01ec6f1ad77e,lighthearted,TRUE,TRUE,FALSE,FALSE
"If I were to have a miscarriage, would you donate again?",09704acd-f205-4afd-807d-692f8e513840,lighthearted,TRUE,TRUE,TRUE,FALSE
Would you tell people if I miscarried?,3e87b2c3-3314-44ae-9126-fccd8f27b1eb,lighthearted,TRUE,FALSE,FALSE,FALSE
"If you were to be the donor, how much information would you want to share with your family about my pregnancy?",c76b8c70-efce-4474-832a-6c3cccb6550e,deep,FALSE,TRUE,TRUE,FALSE
"If you were to be my donor, would you tell people? ",3e87b2c3-3314-44ae-9126-fccd8f27b1eb,deep,FALSE,TRUE,TRUE,FALSE
What do you think about gender reveals?,0144753f-3590-4091-bfeb-7433d137e5ba,deep,TRUE,FALSE,FALSE,FALSE
"If i were to raise this child without gender, how would you feel?",09704acd-f205-4afd-807d-692f8e513840,medium,TRUE,TRUE,FALSE,FALSE
How important is gender to you?,e4b7e410-7605-4bb8-b507-db5a3711a543,deep,TRUE,TRUE,TRUE,FALSE
How do you think this child's life will be impacted by having trans parents?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,TRUE,FALSE,TRUE,FALSE
Do you know who Le Tigre are?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,medium,FALSE,FALSE,FALSE,FALSE
Do you think you'll make a good parent?,2521097c-128f-4720-8b0e-ca2d946d96c0,medium,FALSE,TRUE,FALSE,FALSE
Do you think this child will have a happier life if they grow up to be a man?,36f6dee9-9426-42fb-a922-792c87db2e1e,deep,TRUE,FALSE,TRUE,FALSE
"Do you think children raise by queer people are more likely to be queer or trans? If so, why?",9c219554-49de-4a99-8c14-86ea62a84c41,lighthearted,TRUE,TRUE,TRUE,FALSE
"If this child says they are trans, how would you feel about us getting gender affirming healthcare?",2521097c-128f-4720-8b0e-ca2d946d96c0,lighthearted,TRUE,FALSE,FALSE,FALSE
"Say you were my donor and you donated to multiple families, would you be comfortable with the children being friends?",36f6dee9-9426-42fb-a922-792c87db2e1e,medium,FALSE,TRUE,FALSE,FALSE
"If you were the donor, would you donate to us to have multiple children?",09704acd-f205-4afd-807d-692f8e513840,lighthearted,TRUE,TRUE,TRUE,FALSE
How many children is too many children?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,medium,FALSE,TRUE,FALSE,FALSE
How important do you think it is for a child to have siblings?,2521097c-128f-4720-8b0e-ca2d946d96c0,lighthearted,FALSE,FALSE,FALSE,FALSE
"If you have a family of four, how many rooms should you have in your house?",024a264a-fe34-469d-b60d-e74c3a519ca3,deep,FALSE,FALSE,TRUE,FALSE
How do you feel about donating to a couple who are immigrants to the UK and may have to move away?,39a95767-630b-44f9-8d08-67ae64c6ab35,deep,FALSE,FALSE,FALSE,FALSE
How do you feel about children being raised in a single parent household?,50647b88-b49d-48c2-899f-01ec6f1ad77e,lighthearted,FALSE,TRUE,TRUE,FALSE
How do you feel about trans people adopting? ,09704acd-f205-4afd-807d-692f8e513840,lighthearted,TRUE,TRUE,FALSE,FALSE
Should a couple stay together for the sake of their children?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,deep,FALSE,TRUE,FALSE,FALSE
Do you think people should have a child to help improve their relationship?,2521097c-128f-4720-8b0e-ca2d946d96c0,deep,TRUE,FALSE,TRUE,FALSE
Do you think having children can improve relationships?,39a95767-630b-44f9-8d08-67ae64c6ab35,lighthearted,FALSE,FALSE,TRUE,FALSE
"If I passed away, would you be comfortable with my partner raising this child as a single parent?",09704acd-f205-4afd-807d-692f8e513840,lighthearted,FALSE,TRUE,FALSE,FALSE
Do you think people should be paid to be donors?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,lighthearted,FALSE,FALSE,TRUE,FALSE
How do you feel about trans people adopting? ,9c219554-49de-4a99-8c14-86ea62a84c41,lighthearted,TRUE,TRUE,TRUE,FALSE
Would you feel about donating to me if I were single?,024a264a-fe34-469d-b60d-e74c3a519ca3,deep,FALSE,FALSE,TRUE,FALSE
Would you be more inclined to donate to us if my partner was with me on stage asking the questions?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,lighthearted,FALSE,FALSE,FALSE,FALSE
Do you think donors should be paid for their hard work?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,medium,FALSE,FALSE,TRUE,FALSE
"If you were to donate, how would you feel about your name going on the birth certificate if required?",ccdac514-519c-4c2c-b9e6-643688ac73ba,medium,TRUE,FALSE,TRUE,FALSE
How do you feel about the fact that my partnert and I have to get married to both be recognised as legal parents in this country?,c76b8c70-efce-4474-832a-6c3cccb6550e,lighthearted,TRUE,TRUE,FALSE,FALSE
Do you think parents need to be legally married?,d7afa659-277e-47f5-8d8a-3e12a53ca5d7,lighthearted,TRUE,TRUE,TRUE,FALSE
"How do you feel about the fact that in this country, I would be pout down legally as the mother on this child's birth certificate?",50647b88-b49d-48c2-899f-01ec6f1ad77e,medium,FALSE,TRUE,FALSE,FALSE
How do you feel about this child not having a mother?,36f6dee9-9426-42fb-a922-792c87db2e1e,medium,TRUE,FALSE,TRUE,FALSE
Do twins run in own family?,7de96aae-e318-4718-bfa1-c7ecfeaa47f0,deep,FALSE,FALSE,FALSE,FALSE
Did you have hair when you were born?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,lighthearted,TRUE,TRUE,FALSE,FALSE
Were you a cute baby?,024a264a-fe34-469d-b60d-e74c3a519ca3,deep,FALSE,TRUE,FALSE,FALSE
"If me and my partner turn to full time work when the child is a year old, how do you feel about that?",39a95767-630b-44f9-8d08-67ae64c6ab35,deep,TRUE,TRUE,TRUE,FALSE
"As the birthing parent, do you think I should spend more time with the child in their first three years?",7de96aae-e318-4718-bfa1-c7ecfeaa47f0,medium,TRUE,TRUE,FALSE,FALSE
How soon is too soon to begin full time work following child birth?,39a95767-630b-44f9-8d08-67ae64c6ab35,medium,FALSE,FALSE,FALSE,FALSE
How do you feel about this child not being able to breast feed?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,TRUE,FALSE,TRUE,FALSE
How do you feel about people buying breast milk?,09704acd-f205-4afd-807d-692f8e513840,medium,TRUE,FALSE,TRUE,FALSE
Who do you think should stay at home with the baby?,09704acd-f205-4afd-807d-692f8e513840,lighthearted,TRUE,TRUE,TRUE,FALSE
Whats your relationship to your grandparents?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,FALSE,FALSE,FALSE,FALSE
How involved do you think grandparents need to be?,c76b8c70-efce-4474-832a-6c3cccb6550e,deep,TRUE,FALSE,TRUE,FALSE
Would your parents want to be considered grandparents to this child?,ccdac514-519c-4c2c-b9e6-643688ac73ba,lighthearted,TRUE,FALSE,FALSE,FALSE
What do you think constitutes a family?,0144753f-3590-4091-bfeb-7433d137e5ba,lighthearted,FALSE,FALSE,FALSE,FALSE
"Im allergic to dogs, how do you feel about thus child never having a pet dog?",c76b8c70-efce-4474-832a-6c3cccb6550e,lighthearted,FALSE,TRUE,TRUE,FALSE
Do you think parents should have a good relationship with their parents?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,deep,TRUE,FALSE,TRUE,FALSE
How important is it for children to have intergenerational relationships?,e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,TRUE,TRUE,FALSE,FALSE
Do you think it's a priviledge to have a child?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,medium,TRUE,TRUE,FALSE,FALSE
"I'm allergic to dogs, how do you feel about this child never having a pet dog?",e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,lighthearted,FALSE,TRUE,TRUE,FALSE
"Given the climate crisis, do you think its appropriate for me to have this child?",e0a0a70c-aaba-4a57-a0dc-dcc0bf98dfbb,deep,TRUE,TRUE,FALSE,FALSE
Do you think its selfish to have a child?,024a264a-fe34-469d-b60d-e74c3a519ca3,deep,TRUE,TRUE,FALSE,FALSE
Is having a child good for the economy?,024a264a-fe34-469d-b60d-e74c3a519ca3,lighthearted,TRUE,FALSE,TRUE,FALSE
Do you think choosing to not have children is selfish?,d5b5c96b-91ea-403e-bc52-a8fcf141fa03,deep,TRUE,FALSE,TRUE,FALSE
How do you feel anout this child being born into a burning world?,9c219554-49de-4a99-8c14-86ea62a84c41,deep,FALSE,TRUE,TRUE,FALSE
"My partner is from New Zealand, do you think you'd be able to point to that on a globe? Here's the map, can you point it out. ",09704acd-f205-4afd-807d-692f8e513840,deep,FALSE,TRUE,TRUE,FALSE
How do you feel about children being raised outside their cultures? ,c76b8c70-efce-4474-832a-6c3cccb6550e,deep,FALSE,FALSE,TRUE,FALSE